PSA-Nr;Aufstellort;PLZ;Bezirk/Gebiet;Abschnitt von;Abschnitt bis;Stellplätze;Roter Punkt;Gebührenzeit;Gebühr je 20 Minuten;Höchstparkdauer;Tagesgebühr 4,00 €;GeoKoordinateNord;GeoKoordinateOst
163;Magnusstr. 15;50672;Nördlich Neumarkt;Friesenwall;Alte Wallgasse;12;NEU;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,94025;6,94123
164;Mittelstr. 42;50672;Nördlich Neumarkt;Pfeilstr.;Benesisstr.;19;;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,93686;6,94164
165;Mittelstr. 9;50672;Nördlich Neumarkt;Benesisstr.;Apostelnkloster;25;;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,93694;6,94318
166;Neven-du-Mont-Str. 6;50667;Nördlich Neumarkt;Breite Str.;Kupfergasse;12;NEU;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,93918;6,95077
167;Cäcilienstr. 44;;Nördlich Neumarkt;Antonsgasse;Neumarkt;13;;Mo-Sa 09:00 - 23:00;1,00 €;4;;;
168;Röhrergasse;50667;Nördlich Neumarkt;Tunisstr.;Apellhofplatz;21;NEU;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,94009;6,95239
169;Im Dau 1;;Severinsviertel;Ulrichgasse;Severinstr.;10;SEV;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9271999;6,9572019
170;Marcel-Proust-Promenade;50933;Lindenthal;Kitschburger Straße;Grünanlage;25;;Mo-Fr 09:00 - 13:00;0,50 €;4;JA;50,92929919;6,90118968
171;Herzogstr. 30;50667;City/Martinsviertel;Brückenstr.;Streitzeuggasse;13;CITY;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,93777;6,95392
172;Markmannsgasse 13;50667;City/Martinsviertel;Auf dem Rothenberg;Frankenwerft;23;CITY;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,93653;6,96299
173;Ludwigstr. 6;50667;City/Martinsviertel;Minoritenstr.;Brückenstr.;22;CITY;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,93861;6,95523
174;Obenmarspforten 7-11;50667;City/Martinsviertel;Platz;;23;;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,93763;6,95698
175;Reischplatz 3;;Deutz I;;;7;Deutz I;Mo-Sa 09:00 - 21:00;0,50 €;4;;50,9377675;6,9570162
176;Apostelnstr. 20;50667;Nördlich Neumarkt;Pastor-Könn-Platz;Breite Str.;25;NEU;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,93749;6,94508
177;Burgmauer 43;50667;Nördlich Neumarkt;Auf dem Berlich;Appellhofplatz;15;NEU;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,93098;6,94905
178;Holweider Straße;;Mülheim;Stichstr. neben Nr. 36;;6;KEUP;Mo-Sa 09:00 - 23:00;0,50 €;4;;50,9628951;7,0110519
179;Glockengasse Ladenstadt;;Nördlich Neumarkt;Schwertnergasse;Neven-Du Mont-Str.;27;;Mo-Sa 09:00 - 23:00;1,00 €;4;;;
180;Hahnenstr. 8;50667;Nördlich Neumarkt;Benesisstr.;Pfeilstr.;12;;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,93597;6,94343
181;Hahnenstr. 14;50667;Nördlich Neumarkt;Apostelnkloster;Benesisstr.;10;;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,93601;6,94184
182;Burgmauer 47;;Gereonsviertel;Auf dem Berlich;Tunisstraße;18;NEU;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9409193;6,9487701
183;Burgmauer 68;;Gereonsviertel;Auf dem Berlich;Tunisstr.;18;NEU;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9412713;6,9517278
184;Gereonswall 118;;Gereonsviertel;Am Kümpchenshof;Von-Werth-Str.;29;GER;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9454281;6,9456847
185;Hansaring 16;;Gereonsviertel;Christophstr.;Von-Werth-Str.;14;GER;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9455079;6,9442843
186;Im Klapperhof 5;;Gereonsviertel;Friesenwall;Spiesergasse;17;GER;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9455079;6,9442843
187;Norbertstr. 25;;Gereonsviertel;Im Klapperhof;Gereonshof;24;GER;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9455079;6,9442843
188;Klingelpütz 39;;Gereonsviertel;Gereonsmühlengasse;Kyotostr.;25;GER;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9445829;6,9495702
189;Gereonsmühlengasse 5;;Gereonsviertel;Blumenstr.;Klingelpütz;20;GER;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9445829;6,9495702
190;Gereonshof;;Gereonsviertel;Von-Werth-Str.;Spiesergasse;27;GER;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9428175;6,9436555
191;Gereonstr. 32;;Gereonsviertel;Börsenplatz;Klingelpütz;18;GER;Mo-Sa 11:00 - 23:00;1,00 €;4;;50,9428175;6,9436555
192;Gereonstr. 43;;Gereonsviertel;Mohrenstr.;Cadinalstr.;12;GER;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9428175;6,9436555
193;Friesenwall 31;50672;Nördlich Neumarkt;Palmstr.;Ehrenstr.;22;NEU;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,93877;6,94092
194;Mohrenstr. 17;;Gereonsviertel;Innenhof;;18;GER;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9428175;6,9436555
195;Mohrenstr. 20;;Gereonsviertel;Gereonstr.;Mohrenstr.;25;GER;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9423479;6,9475245
196;Gereonstr. 15;;Gereonsviertel;Cadinalstr.;Kattenbug;19;GER;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9423479;6,9475245
197;Marzellenstr. 11;50668;Gereonsviertel;Ursulaplatz;An den Dominikanern;9;GER;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,942763;6,95586297
198;Wartburgstr 2;;Nippes;Siebachstraße;Merheimer Straße;20;NIPPES;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;50,9632927;6,9490014
199;An den Dominikanern 11;;Gereonsviertel;Tunisstr.;Andreaskloster;11;GER;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9632927;6,9490014
200;Zeughausstr. 2;;Gereonsviertel;Kattenbug;Mohrenstr.;11;GER;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9414747;6,9504448
201;Zeughausstr. 2;;Gereonsviertel;Kattenbug;Mohrenstr.;18;;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9414747;6,9504448
202;Christophstr. 15;;Gereonsviertel;Von-Werth-Str.;Gereonskloster;13;GER;Mo-Sa 09:00 - 18:00;1,00 €;4;;50,9438801;6,9446402
203;Mohrenstr. 6;;Gereonsviertel;Zeughausstr.;Cadinalstr.;22;GER;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9415876;6,9478444
204;Kardinal-Frings-Str. 7;;Gereonsviertel;Gereonstr.;Altegrabengasse;19;GER;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9434193;6,9508997
205;Gereonsdriesch 3-7;;Gereonsviertel;Gereonstr.;Steinfeldergasse;15;GER;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9431353;6,9464933
206;Klingelpütz 68;;Gereonsviertel;Gereonstr.;Gereonsmühlengasse;4;GER;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,94595;6,95178
207;Kyotostr. 23;;Gereonsviertel;Gereonswall;Gereonsmühlengasse;8;GER;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9454721;6,947085
208;Maximinenstr. 6;;Gereonsviertel;Turiner Str.;Domstr.;8;;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,945297;6,9580339
209;Auf dem Hunnenrücken 3;;Gereonsviertel;Tunisstr.;Maria-Ablaß-Platz;7;GER;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9437725;6,9521636
210;Friesenstr. 20;;Gereonsviertel;Römergasse;Spiesergasse;8;GER;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,940888;6,9380297
211;Hans-Carl-Nipperdey-Str. A;;Lindenthal;Luxemburger Str.;Rudolf-Amelunxen-Str.;25;;Mo-Sa 09:00 - 18:00;0,50 €;4;;50,9223699;6,9376504
212;Hans-Carl-Nipperdey-Str.;;Lindenthal;Luxemburger Str.;Rudolf-Amelunxen-Str.;11;;Mo-Sa 09:00 - 18:00;0,50 €;4;;50,9223699;6,9376504
213;Venloer Str. 532;;Ehrenfeld;Alpener Str.;Herbigstr.;15;;Mo-Sa 09:00 - 18:00;0,50 €;4;;50,9223699;6,9376504
214;Venloer Str. 542;;Ehrenfeld;Herbigstr.;Äußere Kanalstr.;14;;Mo-Sa 09:00 - 18:00;0,50 €;4;;50,9223699;6,9376504
215;Venloer Str. 541;;Ehrenfeld;Äußere Kanalstr.;Gumprechtstr.;21;;Mo-Sa 09:00 - 18:00;0,50 €;4;;50,9223699;6,9376504
216;Piusstr. 127;;Lindenthal;Woensamstr.;Aachener Str.;20;;Mo-Sa 09:00 - 18:00;0,50 €;4;;50,9223699;6,9376504
217;Piusstr. 131;;Lindenthal;Woensamstr.;Aachener Str.;35;;Mo-Sa 09:00 - 18:00;0,50 €;4;;50,9223699;6,9376504
218;Liebigstr. 175;;Ehrenfeld;Pettenkoterstr.;Herkulesstr.;29;;Mo-Sa 09:00 - 18:00;0,50 €;4;;50,9559923;6,9328918
219;Wartburgplatz;;Nippes;Wartburgstr;Wagenhallenstr;15;NIPPES;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;50,9631239;6,9474831
220;Palmstr. 41;50672;Nördlich Neumarkt;Ring;Friesenwall;16;NEU;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,93921;6,94065
221;An der Malzmühle 5;;Georgsviertel;Plectrudengasse;Mühlenbach;27;GEO;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9341373;6,959494
222;Blaubach 9;;Georgsviertel;Polizeipräsidium;;20;GEO;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9341373;6,959494
223;Cäcilienstr. 2 (Post);50667;Georgsviertel;Post;Hohe Str.;7;;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,83455525;6,91434143
224;Follerstr. 82;;Georgsviertel;Rheinaustr.;Große Witschgasse;40;GEO;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9316136;6,9595105
225;Büdericher Straße 9;;Nippes;;;7;NIPPES;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;50,9316136;6,9595105
226;Kasinostr. 5;;Georgsviertel;Stefanstr.;Pipinstr.;24;GEO;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9316136;6,9595105
227;Kleine Witschgasse 11;;Georgsviertel;Follerstr.;Holzmarkt;16;GEO;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9316136;6,9595105
228;Krummer Büchel 14;;Georgsviertel;Sternengasse;Agrippastr.;17;GEO;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9316136;6,9595105
229;Mühlenbach 9;;Georgsviertel;An der Malzmühle;Hohe Pforte;16;;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,933093;6,9566163
230;Peter-Welter-Platz 5;;Georgsviertel;Platzfläche;;42;GEO;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9341462;6,9616411
231;Koelhoffstr. 1 (Severinsbrücke);;Georgsviertel;westlicher Teil;;118;SEV + GEO;Mo-Sa 09:00 - 18:00;0,50 €;9;JA;50,9302762;6,964821
232;Koelhoffstr. 1 (Severinsbrücke);;Georgsviertel;östlicher Teil;;116;SEV + GEO;Mo-Sa 09:00 - 18:00;0,50 €;9;JA;50,9302762;6,964821
233;Severinstr. 224;;Georgsviertel;Löwengasse;Georgsplatz;24;GEO;Mo-Sa 09:00 - 18:00;1,00 €;4;;50,930846;6,956996
234;Hamburger Str. 4;50668;Eigelsteinviertel;Plankgasse;Gereonswall;8;EIGEL;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,947794;6,9531427
235;Weberstr. LT 3-5;;Georgsviertel;Löwengasse;Follerstr.;20;GEO;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,937531;6,9602786
236;Im Sionstal 29;;Georgsviertel;Im Weichserhof;Kleine Witschgasse;36;GEO;Mo-Sa 09:00 - 18:00;0,50 €;9;JA;50,9282728;6,9605986
237;Pipinstr. 16;;Georgsviertel;Kleine Sandkaul;Heumarkt;7;;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9350615;6,9594321
238;Thurnmarkt 5;;Georgsviertel;Heumarkt;Filzengraben;14;;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9342727;6,9626642
239;Karolingerring 18;;Severinsviertel;Chlodwigplatz;Brunostr.;28;SEV;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9216454;6,9582099
240;Dellbrücker Hauptstr. 89-91;;Mülheim;Von-der-Leyen-Str.;Kemperbachstr.;16;;Mo-Sa 09:00 - 18:00;0,50 €;4;;50,9756693;7,0734583
241;Luxemburger Str. 118;;Lindenthal;Luxemburger Wall;Greinstr.;24;;Mo-Sa 09:00 - 18:00;0,50 €;4;;50,92284;6,9343
242;Luxemburger Str. 172;;Lindenthal;Konradstr.;Arnulfstr.;7;;Mo-Sa 09:00 - 18:00;0,50 €;4;;50,9197322;6,9313094
243;Mauritiuskirchplatz 11-13;;Griechenmarktviertel;Am Rinkenpfuhl;Arndtstr.;8;;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9336143;6,9438202
244;Moselstr. 30;;Südliche Neustadt I;Pfälzer Str.;Luxemburger Str.;30;SÜD I;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9266791;6,9403424
245;Am Alten Ufer 35;;Kunibertsviertel;Servasgasse;Goldgasse;14;;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9266791;6,9403424
246;Gereonstr. 58a;;Gereonsviertel;Klingelpütz;Probsteigasse;17;GER;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9437;6,9465
247;Allerheiligenstr. 2;50668;Kunibertsviertel;Domstr.;Wendekreis;12;KUN;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,94569796;6,95783841
248;Eisenachstraße 17;;Nippes;;;17;NIPPES;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;50,945711;6,9578963
249;Dagobertstr. 38;;Kunibertsviertel;Domstr.;Unter Kahlenhausen;23;KUN;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,945711;6,9578963
250;Dagobertstr. 90;;Kunibertsviertel;Niederichstr.;Konrad-Adenauer-Ufer;10;KUN;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,945711;6,9578963
251;Domstr. 28;;Kunibertsviertel;Machabäerstr.;Allerheiligenstr.;18;KUN;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,945711;6,9578963
252;Goldgasse 2;50668;Kunibertsviertel;Am Alten Ufer;Johannisstr.;18;;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,943455;6,961168
253;Im Krahnenhof 5;;Kunibertsviertel;Dagobertstr.;Unter Krahnenbäumen;28;KUN;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9434888;6,9608621
254;Johannisstr. 57;;Kunibertsviertel;Brandenburger Str.;Goldgasse;8;;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9445067;6,9604735
255;Konrad-Adenauer-Ufer 7;;Kunibertsviertel;Machabäerstr.;Servasgasse;12;;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9445067;6,9604735
256;Konrad-Adenauer-Ufer 47;;Kunibertsviertel;Thürmchenswall;Dagobertstr.;30;KUN;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9445067;6,9604735
257;Konrad-Adenauer-Ufer 33;;Kunibertsviertel;Kunibertsklostergasse;Dagobertstr.;17;KUN;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9445067;6,9604735
258;Theodor-Heuss-Ring 44;;Kunibertsviertel;Cleverstr.;Niederichstr.;35;KUN;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9445067;6,9604735
259;Thürmchenswall 67;;Kunibertsviertel;Niederichstr.;Unter Kahlenhausen;29;KUN;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9445067;6,9604735
260;Eisenachstraße 55;;Nippes;;;14;NIPPES;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;50,965184;6,9465995
261;Theodor-Heuss-Ring 10;;Kunibertsviertel;Domstr.;Cleverstr.;27;KUN;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9500003;6,959751
262;Theodor-Heuss-Ring 28;;Kunibertsviertel;Domstr.;Cleverstr.;37;KUN;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,94986;6,96148
263;Altenberger Str. 16;;Kunibertsviertel;Maximilienstr.;Johannisstr.;12;KUN;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,89141;7,07654
264;Machabäerstr. 35;;Kunibertsviertel;Domstr.;Johannisstr.;28;KUN;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9464879;6,959526
265;Machabäerstr. 61;;Kunibertsviertel;Domstr.;Johannisstr.;22;KUN;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9462121;6,9606996
266;Machabäerstr. 60;;Kunibertsviertel;Johannisstr.;Am Alten Ufer;19;KUN;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9457169;6,9617588
267;Dagobertstr. 57;;Kunibertsviertel;Domstr.;Unter Kahlenhausen;24;KUN;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9483466;6,9608
268;Thürmchenswall 98;;Kunibertsviertel;Konrad-Adenauer-Ufer;Niederichstr.;21;KUN;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9489341;6,964724
269;Konrad-Adenauer-Ufer 71;;Kunibertsviertel;Theod.-Heuß-Ring;Machabäerstr.;44;;Mo-Sa 09:00 - 18:00;0,50 €;9;JA;50,9493659;6,9656805
270;Konrad-Adenauer-Ufer 63;;Kunibertsviertel;Theod.-Heuß-Ring;Machabäerstr.;44;;Mo-Sa 09:00 - 18:00;0,50 €;9;JA;50,9489525;6,9650291
271;Konrad-Adenauer-Ufer 41;;Kunibertsviertel;Theod.-Heuß-Ring;Machabäerstr.;44;;Mo-Sa 09:00 - 18:00;0,50 €;9;JA;50,94785;6,96372
272;Konrad-Adenauer-Ufer 19;;Kunibertsviertel;Theod.-Heuß-Ring;Machabäerstr.;44;;Mo-Sa 09:00 - 18:00;0,50 €;9;JA;50,945766;6,9634345
273;Unter Krahnenbäumen;;Kunibertsviertel;Im Krahnenhof;Domstr.;21;KUN;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,945766;6,9634345
274;Turiner Str. 2;;Kunibertsviertel;Machabäerstr.;Unter Krahnenbäumen;6;;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9474501;6,9581895
275;Kunibertskloster 1a;;Kunibertsviertel;Kunibertskloster;Kunibertgasse;28;KUN;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9464956;6,9624079
276;Machabäerstr.;;Kunibertsviertel;Ecke Kunibertsgasse;;17;KUN;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9462373;6,9604597
277;Luxemburger Str. 124;;Lindenthal;Greinstr.;Universitätsstr.;17;;Mo-Sa 09:00 - 18:00;0,50 €;4;;50,9216289;6,9323745
278;Luxemburger Str. 256;;Lindenthal;Sülzburgstr.;Fußgänger-LSA;6;;Mo-Sa 09:00 - 18:00;0,50 €;4;;50,9155602;6,9270662
279;Luxemburger Str. 282;;Lindenthal;Fa. Mercedes;Manderscheider Str.;6;;Mo-Sa 09:00 - 18:00;0,50 €;4;;50,9155602;6,9270662
280;Luxemburger Str. 345;;Lindenthal;Lohrbergstr.;Ölbergstr.;7;;Mo-Sa 09:00 - 18:00;0,50 €;4;;50,9155602;6,9270662
281;Filzengraben 15;;Georgsviertel;Peter-Welter-Platz;An der Malzmühle;10;GEO;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9155602;6,9270662
282;Luxemburger Str. 315;;Lindenthal;Klettenberggürtel;Breibergstr.;12;;Mo-Sa 09:00 - 18:00;0,50 €;4;;50,9155602;6,9270662
283;Luxemburger Str. 251;;Lindenthal;Weißhaus-Kino;Leybergstr.;12;;Mo-Sa 09:00 - 18:00;0,50 €;4;;50,9155602;6,9270662
284;Luxemburger Str. 193;;Lindenthal;Arnulfstr.;Lotharstr.;17;;Mo-Sa 09:00 - 18:00;0,50 €;4;;50,9191802;6,9313819
285;Zülpicher Platz 3;;Rathenauviertel;Roonstr.;Hohenstaufenring;23;RATH;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9191802;6,9313819
286;Elisabeth-Breuer-Str. 8;51065;Mülheim;;;14;MÜLH;Mo-Sa 09:00 - 23:00;0,50 €;4;;50,9599808;7,0094743
287;Olpener Str. 9-13 (Post);51103;Kalk;;;12;;Mo-Fr 09:00 - 18:00;0,50 €;0;;50,94022225;7,01830805
288;Kalker Hauptstr. 64;;Kalk;Haus Nr. 64;Haus Nr. 70/72;10;;Mo-Sa 09:00 - 18:00;0,50 €;4;;50,9451987;7,0751111
289;Kalker Hauptstr. 126;;Kalk;Haus Nr. 124;Haus Nr. 136;8;;Mo-Sa 09:00 - 18:00;0,50 €;4;;50,9451987;7,0751111
290;Kalker Hauptstr. 152;;Kalk;Haus Nr. 148;Haus Nr. 162/164;15;;Mo-Sa 09:00 - 18:00;0,50 €;4;;50,9379;7,00402
291;Kalker Hauptstr. 182;;Kalk;Haus Nr. 172/174;Haus Nr. 192;14;;Mo-Sa 09:00 - 18:00;0,50 €;4;;50,93823;7,00589
292;Kalker Hauptstr. 189;;Kalk;Haus Nr. 203;Haus Nr. 179;22;;Mo-Sa 09:00 - 18:00;0,50 €;4;;50,93842;7,00487
293;Kalker Hauptstr. 145;;Kalk;Haus Nr. 163;Haus Nr. 121;23;;Mo-Sa 09:00 - 18:00;0,50 €;4;;50,9379451;7,0023707
294;Kalker Hauptstr. 84;;Kalk;Trimbornstr.;Rolshover Str.;5;;Mo-Sa 09:00 - 18:00;0,50 €;4;;50,9379451;7,0023707
295;Berliner Str. 863;;Mülheim;Leuchterstraße;Von-Diergardt-Str.;25;;Mo-Sa 09:00 - 18:00;0,50 €;4;;50,9979228;7,0373173
296;Berliner Str. 895;;Mülheim;;;8;;Mo-Sa 09:00 - 18:00;0,50 €;4;;50,9979228;7,0373173
297;Olpener Str. 57;51103;Kalk;Fuldaer Str.;Bochumer Str.;10;;Mo-Sa 09:00 - 18:00;0,50 €;4;;50,94031868;7,02170255
298;Paul-Schallück-Str. 6;50939;Lindenthal;Luxemburger Str.;Zufahrt ADAC;21;;Mo-Fr 09:00 - 18:00;0,50 €;4;;50,9211491;6,9345265
299;Waisenhausgasse 1 (Schule);;Pantaleonsviertel;Quirinstr.;Perlengraben;43;PAN;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,937531;6,9602786
300;Ebertplatz 15 (Kino);;Agnesviertel II;Riehlerstr.;Neusserstr.;14;AGN II;Mo-Sa 09:00 - 01:00;1,00 €;4;;50,937531;6,9602786
301;Ebertplatz 8;;Eigelsteinviertel;Hansaring;Turiner Straße;22;EIGEL;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,94998;6,95743
302;Neusser Str. 10;;Agnesviertel II;Ebertplatz;Schillingstr.;16;;Mo-Sa 09:00 - 21:00;1,00 €;4;;50,9515307;6,9573068
303;Neusser Str. 28;;Agnesviertel II;Schillingstr.;Weißenburgstr.;16;;Mo-Sa 09:00 - 21:00;1,00 €;4;;50,9524834;6,9573925
304;Neusser Str. 50;;Agnesviertel II;Balthasarstr.;Weißenburgstr.;23;;Mo-Sa 09:00 - 21:00;1,00 €;4;;50,9524834;6,9573925
305;Neusser Str. 73;;Agnesviertel I;Krefelder Wall;Weißenburgstr.;14;;Mo-Sa 09:00 - 21:00;1,00 €;4;;50,95977;6,95421
306;Neusser Str. 59;;Agnesviertel I;Neußer Platz;Balthasarstr.;21;;Mo-Sa 09:00 - 21:00;1,00 €;4;;50,9534049;6,9571981
307;Neusser Str. 33;;Agnesviertel I;Balthasarstr.;Schillingstr.;22;;Mo-Sa 09:00 - 21:00;1,00 €;4;;50,9524811;6,9570013
308;Komödienstr. 19;50667;City/Martinsviertel;Tunisstr.;Marzellenstr.;28;;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,94175;6,95466
309;Im Wieschen 3;;Mülheim;Dellbrücker - Hauptstr.;An der Mühlenwiese;28;;Mo-Sa 09:00 - 18:00;0,50 €;4;;50,94153;6,9546957
310;Von-Werth-Str. 25-27;;Gereonsviertel;Christophstr.;Gereonshof;14;GER;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,94153;6,9546957
311;Norbertstr. 11;;Gereonsviertel;Spiesergasse;Im Klapperhof;17;GER;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,94153;6,9546957
312;Gereonshof 7;;Gereonsviertel;Gereonsdriesch;Gereonskloster;13;GER;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,94153;6,9546957
313;Christophstr. 52;;Gereonsviertel;Von-Werth-Str.;Kaiser-Wilh.-Ring;7;;Mo-Sa 09:00 - 18:00;1,00 €;4;;50,94153;6,9546957
314;Friesenwall 124;;Gereonsviertel;Friesenstr.;Im Klapperhof;34;GER;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,94153;6,9546957
315;Trierer Str. 51;;Südliche Neustadt I;Luxemburger Str.;Pfälzer Str.;16;SÜD I;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,94153;6,9546957
316;Pfälzer Str. 14;;Südliche Neustadt I;Saarstr.;Eifelplatz;40;SÜD I;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9250534;6,9431925
317;Pfälzer Str. 4;;Südliche Neustadt I;Saarstr.;Eifelplatz;40;SÜD I;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9250534;6,9431925
318;Salierring 45;;Südliche Neustadt I;Pfälzer Straße;Trierer Str.;15;SÜD I;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9279202;6,9431137
319;Salierring 31;;Südliche Neustadt I;Trierer Str.;Am Duffesbach;11;SÜD I;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9279202;6,9431137
320;Eifelstr. 25;;Südliche Neustadt I;Eifelplatz;Burgunderstr.;25;SÜD I;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9279202;6,9431137
321;Kempener Straße 127;;Nippes;Eisenachstraße;Merheimer Straße;10;NIPPES;Mo-Fr 11:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;50,9279202;6,9431137
322;Am Duffesbach 6;;Südliche Neustadt I;Salierring;Burgunderstr.;12;SÜD I;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9279202;6,9431137
323;Am Duffesbach 20;;Südliche Neustadt I;Burgunderstr.;Saarstr.;11;SÜD I;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,925781;6,9443559
324;Kaesenstr. 11;;Südliche Neustadt I;Eifelplatz;Lothringer Str.;28;SÜD I;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,925781;6,9443559
325;Kaesenstr. 25;;Südliche Neustadt I;Eifelplatz;Lothringer Str.;28;SÜD I;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,925781;6,9443559
